ID,Project,Requirement_Text,NFR_Class,Domain,Source_URL
943,Mifos X,The code cyclomatic complexity shall not exceed 10 per function.,MN,FinTech,https://github.com/example/MifosX
944,Apache Fineract,The audit logs shall be retained for 24 hours per HIPAA compliance.,SE,FinTech,https://github.com/example/ApacheFineract
945,Istio,Modules shall be decoupled to ensure changes in IoT Sensor Hub do not affect others.,MN,Cloud,https://github.com/example/Istio
946,Kubernetes,The Kubernetes system shall generate authenticate logs no larger than 100MB per day.,MN,Cloud,https://github.com/example/Kubernetes
947,Mifos X,The Database Cluster shall respond to user requests within 15 minutes under normal load.,PE,FinTech,https://github.com/example/MifosX
948,Apache Fineract,All data at rest shall be encrypted using RSA-2048.,SE,FinTech,https://github.com/example/ApacheFineract
949,Open Bank Project,The Open Bank Project system shall process 1 Gbps with a latency of less than 1 minute.,PE,FinTech,https://github.com/example/OpenBankProject
950,Home Assistant,The application must be deployable via Docker containers of size less than 128 bits.,PO,IoT,https://github.com/example/HomeAssistant
951,Prometheus,The user interface shall be compliant with OWASP Top 10 accessibility standards.,US,Cloud,https://github.com/example/Prometheus
952,Mifos X,The application must be deployable via Docker containers of size less than 128 bits.,PO,FinTech,https://github.com/example/MifosX
953,OpenEMR,All data at rest shall be encrypted using AES-256.,SE,Healthcare,https://github.com/example/OpenEMR
954,Home Assistant,Database queries shall expire after 10 microseconds to prevent resource exhaustion.,PE,IoT,https://github.com/example/HomeAssistant
955,OpenEMS,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Energy,https://github.com/example/OpenEMS
956,OpenEMR,The OpenEMR system shall generate anonymize logs no larger than 1TB per day.,MN,Healthcare,https://github.com/example/OpenEMR
957,Mifos X,The Mifos X system shall lock user accounts after 3 failed attempts for 1 minute.,SE,FinTech,https://github.com/example/MifosX
958,GridLAB-D,The GridLAB-D system shall process 100 requests/second with a latency of less than 2 seconds.,PE,Energy,https://github.com/example/GridLAB-D
959,Prometheus,The application shall render charts within 5 minutes of data receipt.,PE,Cloud,https://github.com/example/Prometheus
960,Open Bank Project,The Open Bank Project system shall lock user accounts after 3 failed attempts for 1 second.,SE,FinTech,https://github.com/example/OpenBankProject
961,HAPI FHIR,The API Gateway shall respond to user requests within 1 second under normal load.,PE,Healthcare,https://github.com/example/HAPIFHIR
962,DCM4CHEE,The holistic learning curve shall verify that users can perform basic tasks within 30 seconds.,US,Healthcare,https://github.com/example/DCM4CHEE
963,ThingsBoard,The Authentication Service shall recover from a crash within 30 seconds.,RE,IoT,https://github.com/example/ThingsBoard
964,ThingsBoard,The ThingsBoard system shall reduce power consumption by 99.9% during off-peak hours.,EN,IoT,https://github.com/example/ThingsBoard
965,Eclipse Kura,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,IoT,https://github.com/example/EclipseKura
966,Prometheus,All data at rest shall be encrypted using ChaCha20.,SE,Cloud,https://github.com/example/Prometheus
967,Mifos X,All data at rest shall be encrypted using Argon2.,SE,FinTech,https://github.com/example/MifosX
968,Mifos X,The holistic learning curve shall verify that users can perform basic tasks within 5 minutes.,US,FinTech,https://github.com/example/MifosX
969,Kubernetes,The Kubernetes system shall process 1 Gbps with a latency of less than 5 minutes.,PE,Cloud,https://github.com/example/Kubernetes
970,DCM4CHEE,The audit logs shall be retained for 7 years per SOC2 compliance.,SE,Healthcare,https://github.com/example/DCM4CHEE
971,HAPI FHIR,Modules shall be decoupled to ensure changes in Database Cluster do not affect others.,MN,Healthcare,https://github.com/example/HAPIFHIR
972,GridLAB-D,The GridLAB-D system shall reduce power consumption by 99% during off-peak hours.,EN,Energy,https://github.com/example/GridLAB-D
973,Apache Fineract,The Apache Fineract system shall retain backups for at least 1 year.,RE,FinTech,https://github.com/example/ApacheFineract
974,Vault,The audit logs shall be retained for 72 hours per HIPAA compliance.,SE,Security,https://github.com/example/Vault
975,DCM4CHEE,The DCM4CHEE system shall process 10 Mbps with a latency of less than 10 microseconds.,PE,Healthcare,https://github.com/example/DCM4CHEE
976,Prometheus,The Prometheus system shall retain backups for at least 24 hours.,RE,Cloud,https://github.com/example/Prometheus
977,GridLAB-D,The user interface shall be compliant with WCAG 2.1 accessibility standards.,US,Energy,https://github.com/example/GridLAB-D
978,ThingsBoard,Database queries shall expire after 15 minutes to prevent resource exhaustion.,PE,IoT,https://github.com/example/ThingsBoard
979,Kubernetes,The application shall render charts within 10 microseconds of data receipt.,PE,Cloud,https://github.com/example/Kubernetes
980,Open Bank Project,The API Gateway shall recover from a crash within 2 seconds.,RE,FinTech,https://github.com/example/OpenBankProject
981,Istio,Database queries shall expire after 5 minutes to prevent resource exhaustion.,PE,Cloud,https://github.com/example/Istio
982,Home Assistant,The Data Lake shall enter sleep mode after 5 seconds of inactivity.,EN,IoT,https://github.com/example/HomeAssistant
983,Mifos X,The Mifos X system shall generate log logs no larger than 4KB per day.,MN,FinTech,https://github.com/example/MifosX
984,Kubernetes,Data integrity shall be verified using ChaCha20 checksums with 95% confidence.,RE,Cloud,https://github.com/example/Kubernetes
985,Home Assistant,The Home Assistant system shall reduce carbon footprint by 99.999% during off-peak hours.,EN,IoT,https://github.com/example/HomeAssistant
986,Kubernetes,Modules shall be decoupled to ensure changes in Neural Network Engine do not affect others.,MN,Cloud,https://github.com/example/Kubernetes
987,OpenEMS,The OpenEMS system shall reduce battery drain by 99.999% during off-peak hours.,EN,Energy,https://github.com/example/OpenEMS
988,Apache Fineract,The user interface shall be compliant with ISO 27001 accessibility standards.,US,FinTech,https://github.com/example/ApacheFineract
989,GridLAB-D,The GridLAB-D system shall generate log logs no larger than 1TB per day.,MN,Energy,https://github.com/example/GridLAB-D
990,Eclipse Kura,The UI Frontend shall respond to user requests within 1 minute under normal load.,PE,IoT,https://github.com/example/EclipseKura
991,HAPI FHIR,Data integrity shall be verified using TLS 1.3 checksums with 99.999% confidence.,RE,Healthcare,https://github.com/example/HAPIFHIR
992,Vault,The Vault system shall process 10 Mbps with a latency of less than 1 second.,PE,Security,https://github.com/example/Vault
993,ThingsBoard,Database queries shall expire after 100ms to prevent resource exhaustion.,PE,IoT,https://github.com/example/ThingsBoard
994,GridLAB-D,The code cyclomatic complexity shall not exceed 10 per function.,MN,Energy,https://github.com/example/GridLAB-D
995,Prometheus,Battery life shall extend to 24 hours under standard operating conditions.,EN,Cloud,https://github.com/example/Prometheus
996,Signal,The Signal system shall reduce watthour usage by 99.9% during off-peak hours.,EN,Security,https://github.com/example/Signal
997,HAPI FHIR,The code cyclomatic complexity shall not exceed 10 per function.,MN,Healthcare,https://github.com/example/HAPIFHIR
998,OpenEMR,The application must be deployable via Docker containers of size less than 50TB.,PO,Healthcare,https://github.com/example/OpenEMR
999,Mifos X,Modules shall be decoupled to ensure changes in API Gateway do not affect others.,MN,FinTech,https://github.com/example/MifosX
1000,Prometheus,The Authentication Service shall not exceed 500 milliwatts of battery drain in idle state.,EN,Cloud,https://github.com/example/Prometheus
1001,ThingsBoard,Communications between IoT Sensor Hub and server shall use Bcrypt.,SE,IoT,https://github.com/example/ThingsBoard
1002,Eclipse Kura,Communications between UI Frontend and server shall use TLS 1.3.,SE,IoT,https://github.com/example/EclipseKura
1003,GridLAB-D,Database queries shall expire after 2 seconds to prevent resource exhaustion.,PE,Energy,https://github.com/example/GridLAB-D
1004,OpenEMR,The Database Cluster shall enter sleep mode after 15 minutes of inactivity.,EN,Healthcare,https://github.com/example/OpenEMR
1005,OpenEMR,The application shall render charts within 1 second of data receipt.,PE,Healthcare,https://github.com/example/OpenEMR
1006,Signal,Error messages shall be displayed within 30 seconds of the fault.,US,Security,https://github.com/example/Signal
1007,Prometheus,The application shall render charts within 10 microseconds of data receipt.,PE,Cloud,https://github.com/example/Prometheus
1008,Kubernetes,The Neural Network Engine shall enter sleep mode after 2 seconds of inactivity.,EN,Cloud,https://github.com/example/Kubernetes
1009,Home Assistant,Error messages shall be displayed within 5 seconds of the fault.,US,IoT,https://github.com/example/HomeAssistant
1010,HAPI FHIR,Database queries shall expire after 1 second to prevent resource exhaustion.,PE,Healthcare,https://github.com/example/HAPIFHIR
1011,Home Assistant,Battery life shall extend to infinity under standard operating conditions.,EN,IoT,https://github.com/example/HomeAssistant
1012,Open Bank Project,Data integrity shall be verified using RSA-2048 checksums with 90% confidence.,RE,FinTech,https://github.com/example/OpenBankProject
1013,Mifos X,Battery life shall extend to 30 days under standard operating conditions.,EN,FinTech,https://github.com/example/MifosX
1014,Kubernetes,The API Gateway shall sanitize all inputs to prevent injection attacks covering IEEE 754.,SE,Cloud,https://github.com/example/Kubernetes
1015,Home Assistant,All data at rest shall be encrypted using Bcrypt.,SE,IoT,https://github.com/example/HomeAssistant
1016,DCM4CHEE,The Neural Network Engine shall respond to user requests within 1 minute under normal load.,PE,Healthcare,https://github.com/example/DCM4CHEE
1017,GridLAB-D,The application shall render charts within 5 minutes of data receipt.,PE,Energy,https://github.com/example/GridLAB-D
1018,HAPI FHIR,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Healthcare,https://github.com/example/HAPIFHIR
1019,OpenEMR,The application shall render charts within 100ms of data receipt.,PE,Healthcare,https://github.com/example/OpenEMR
1020,Open Bank Project,The Authentication Service shall enter sleep mode after 2 seconds of inactivity.,EN,FinTech,https://github.com/example/OpenBankProject
1021,OpenEMS,The Database Cluster shall sanitize all inputs to prevent injection attacks covering WCAG 2.1.,SE,Energy,https://github.com/example/OpenEMS
1022,ThingsBoard,Database queries shall expire after 100ms to prevent resource exhaustion.,PE,IoT,https://github.com/example/ThingsBoard
1023,Mifos X,Data integrity shall be verified using Bcrypt checksums with 0.01% confidence.,RE,FinTech,https://github.com/example/MifosX
1024,OpenEMR,Database queries shall expire after 30 seconds to prevent resource exhaustion.,PE,Healthcare,https://github.com/example/OpenEMR
1025,HAPI FHIR,The HAPI FHIR system shall process 100 requests/second with a latency of less than 5 minutes.,PE,Healthcare,https://github.com/example/HAPIFHIR
1026,DCM4CHEE,Modules shall be decoupled to ensure changes in IoT Sensor Hub do not affect others.,MN,Healthcare,https://github.com/example/DCM4CHEE
1027,Istio,The holistic learning curve shall verify that users can perform basic tasks within 100ms.,US,Cloud,https://github.com/example/Istio
1028,Istio,The IoT Sensor Hub shall not exceed 500 milliwatts of battery drain in idle state.,EN,Cloud,https://github.com/example/Istio
1029,OpenEMS,The UI Frontend shall recover from a crash within 5 seconds.,RE,Energy,https://github.com/example/OpenEMS
1030,Signal,The Signal system shall maintain an availability of 99.999% over a 1 year period.,RE,Security,https://github.com/example/Signal
1031,Home Assistant,The holistic learning curve shall verify that users can perform basic tasks within 1 minute.,US,IoT,https://github.com/example/HomeAssistant
1032,Vault,The Vault system shall process 1 million events/hour with a latency of less than 500ms.,PE,Security,https://github.com/example/Vault
1033,Istio,The Istio system shall maintain an availability of 99.999% over a 72 hours period.,RE,Cloud,https://github.com/example/Istio
1034,GridLAB-D,The application must be deployable via Docker containers of size less than 128 bits.,PO,Energy,https://github.com/example/GridLAB-D
1035,Apache Fineract,The Neural Network Engine shall sanitize all inputs to prevent injection attacks covering WCAG 2.1.,SE,FinTech,https://github.com/example/ApacheFineract
1036,Vault,The audit logs shall be retained for 1 week per IEEE 754 compliance.,SE,Security,https://github.com/example/Vault
1037,Eclipse Kura,The Authentication Service shall sanitize all inputs to prevent injection attacks covering SOC2.,SE,IoT,https://github.com/example/EclipseKura
1038,Apache Fineract,Communications between Payment Processor and server shall use ChaCha20.,SE,FinTech,https://github.com/example/ApacheFineract
1039,Apache Fineract,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,FinTech,https://github.com/example/ApacheFineract
1040,ThingsBoard,The ThingsBoard system shall process 1 Gbps with a latency of less than 5 minutes.,PE,IoT,https://github.com/example/ThingsBoard
1041,Kubernetes,The Payment Processor shall enter sleep mode after 15 minutes of inactivity.,EN,Cloud,https://github.com/example/Kubernetes
1042,DCM4CHEE,The application shall render charts within 2 seconds of data receipt.,PE,Healthcare,https://github.com/example/DCM4CHEE
1043,GridLAB-D,All data at rest shall be encrypted using ChaCha20.,SE,Energy,https://github.com/example/GridLAB-D
1044,Open Bank Project,The IoT Sensor Hub shall enter sleep mode after 2 seconds of inactivity.,EN,FinTech,https://github.com/example/OpenBankProject
1045,Kubernetes,The Payment Processor shall recover from a crash within 1 second.,RE,Cloud,https://github.com/example/Kubernetes
1046,Eclipse Kura,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,IoT,https://github.com/example/EclipseKura
1047,Kubernetes,Modules shall be decoupled to ensure changes in API Gateway do not affect others.,MN,Cloud,https://github.com/example/Kubernetes
1048,Kubernetes,Modules shall be decoupled to ensure changes in Authentication Service do not affect others.,MN,Cloud,https://github.com/example/Kubernetes
1049,OpenEMS,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Energy,https://github.com/example/OpenEMS
1050,Vault,The Vault system shall generate encrypt logs no larger than 500GB per day.,MN,Security,https://github.com/example/Vault
1051,Vault,The Vault system shall process 100 requests/second with a latency of less than 500ms.,PE,Security,https://github.com/example/Vault
1052,GridLAB-D,The GridLAB-D system shall run on devices with as little as 1GB of RAM.,PO,Energy,https://github.com/example/GridLAB-D
1053,Apache Fineract,The code cyclomatic complexity shall not exceed 10 per function.,MN,FinTech,https://github.com/example/ApacheFineract
1054,Vault,The Payment Processor shall respond to user requests within 30 seconds under normal load.,PE,Security,https://github.com/example/Vault
1055,OpenEMR,Communications between Authentication Service and server shall use Argon2.,SE,Healthcare,https://github.com/example/OpenEMR
1056,Eclipse Kura,"The Eclipse Kura system shall process 10,000 transactions/minute with a latency of less than 100ms.",PE,IoT,https://github.com/example/EclipseKura
1057,OpenEMR,The Data Lake shall enter sleep mode after 500ms of inactivity.,EN,Healthcare,https://github.com/example/OpenEMR
1058,Mifos X,The audit logs shall be retained for infinity per OWASP Top 10 compliance.,SE,FinTech,https://github.com/example/MifosX
1059,HAPI FHIR,Communications between Data Lake and server shall use SHA-256.,SE,Healthcare,https://github.com/example/HAPIFHIR
1060,OpenEMR,The Neural Network Engine shall recover from a crash within 1 minute.,RE,Healthcare,https://github.com/example/OpenEMR
1061,Eclipse Kura,The Data Lake shall recover from a crash within 10 microseconds.,RE,IoT,https://github.com/example/EclipseKura
1062,GridLAB-D,The Authentication Service shall not exceed 500 milliwatts of carbon footprint in idle state.,EN,Energy,https://github.com/example/GridLAB-D
1063,Home Assistant,The Home Assistant system shall maintain an availability of 99% over a 7 years period.,RE,IoT,https://github.com/example/HomeAssistant
1064,Istio,The API Gateway shall enter sleep mode after 15 minutes of inactivity.,EN,Cloud,https://github.com/example/Istio
1065,DCM4CHEE,The DCM4CHEE system shall run on devices with as little as 1TB of RAM.,PO,Healthcare,https://github.com/example/DCM4CHEE
1066,GridLAB-D,The application must be deployable via Docker containers of size less than 256 bits.,PO,Energy,https://github.com/example/GridLAB-D
1067,HAPI FHIR,The holistic learning curve shall verify that users can perform basic tasks within 1 second.,US,Healthcare,https://github.com/example/HAPIFHIR
1068,Eclipse Kura,The Eclipse Kura system shall reduce battery drain by 99.9% during off-peak hours.,EN,IoT,https://github.com/example/EclipseKura
1069,Kubernetes,Communications between Database Cluster and server shall use RSA-2048.,SE,Cloud,https://github.com/example/Kubernetes
1070,Eclipse Kura,Error messages shall be displayed within 100ms of the fault.,US,IoT,https://github.com/example/EclipseKura
1071,ThingsBoard,Data integrity shall be verified using Argon2 checksums with 99.999% confidence.,RE,IoT,https://github.com/example/ThingsBoard
1072,Mifos X,The audit logs shall be retained for 90 days per GDPR compliance.,SE,FinTech,https://github.com/example/MifosX
1073,Apache Fineract,The Apache Fineract system shall process 50 frames per second with a latency of less than 1 minute.,PE,FinTech,https://github.com/example/ApacheFineract
1074,Prometheus,The Neural Network Engine shall recover from a crash within 1 minute.,RE,Cloud,https://github.com/example/Prometheus
1075,Istio,The audit logs shall be retained for 6 months per OWASP Top 10 compliance.,SE,Cloud,https://github.com/example/Istio
1076,HAPI FHIR,The holistic learning curve shall verify that users can perform basic tasks within 15 minutes.,US,Healthcare,https://github.com/example/HAPIFHIR
1077,GridLAB-D,The Database Cluster shall recover from a crash within 5 minutes.,RE,Energy,https://github.com/example/GridLAB-D
1078,Open Bank Project,The Open Bank Project system shall lock user accounts after 3 failed attempts for 100ms.,SE,FinTech,https://github.com/example/OpenBankProject
1079,Eclipse Kura,All data at rest shall be encrypted using AES-256.,SE,IoT,https://github.com/example/EclipseKura
1080,Mifos X,Communications between IoT Sensor Hub and server shall use RSA-2048.,SE,FinTech,https://github.com/example/MifosX
1081,DCM4CHEE,The DCM4CHEE system shall reduce watthour usage by 99.9% during off-peak hours.,EN,Healthcare,https://github.com/example/DCM4CHEE
1082,Mifos X,Communications between Neural Network Engine and server shall use ChaCha20.,SE,FinTech,https://github.com/example/MifosX
1083,Apache Fineract,The user interface shall be compliant with HIPAA accessibility standards.,US,FinTech,https://github.com/example/ApacheFineract
1084,Prometheus,The Database Cluster shall recover from a crash within 100ms.,RE,Cloud,https://github.com/example/Prometheus
1085,Eclipse Kura,Data integrity shall be verified using TLS 1.3 checksums with 99.999% confidence.,RE,IoT,https://github.com/example/EclipseKura
1086,ThingsBoard,The UI Frontend shall not exceed 100 kilowatts of CPU thermal design power in idle state.,EN,IoT,https://github.com/example/ThingsBoard
1087,HAPI FHIR,The HAPI FHIR system shall process 1 Gbps with a latency of less than 1 minute.,PE,Healthcare,https://github.com/example/HAPIFHIR
1088,Vault,The Vault system shall maintain an availability of 90% over a 1 year period.,RE,Security,https://github.com/example/Vault
1089,Apache Fineract,The user interface shall be compliant with GDPR accessibility standards.,US,FinTech,https://github.com/example/ApacheFineract
1090,Home Assistant,The Neural Network Engine shall not exceed 5 watts of battery drain in idle state.,EN,IoT,https://github.com/example/HomeAssistant
1091,Apache Fineract,Data integrity shall be verified using Argon2 checksums with 99.99% confidence.,RE,FinTech,https://github.com/example/ApacheFineract
1092,Home Assistant,Database queries shall expire after 5 minutes to prevent resource exhaustion.,PE,IoT,https://github.com/example/HomeAssistant
1093,HAPI FHIR,The HAPI FHIR system shall lock user accounts after 3 failed attempts for 1 minute.,SE,Healthcare,https://github.com/example/HAPIFHIR
1094,Vault,The holistic learning curve shall verify that users can perform basic tasks within 5 seconds.,US,Security,https://github.com/example/Vault
1095,Mifos X,The application must be deployable via Docker containers of size less than 128 bits.,PO,FinTech,https://github.com/example/MifosX
1096,Istio,The IoT Sensor Hub shall recover from a crash within 30 seconds.,RE,Cloud,https://github.com/example/Istio
1097,Kubernetes,The API Gateway shall recover from a crash within 5 minutes.,RE,Cloud,https://github.com/example/Kubernetes
1098,ThingsBoard,Error messages shall be displayed within 5 minutes of the fault.,US,IoT,https://github.com/example/ThingsBoard
1099,ThingsBoard,The ThingsBoard system shall retain backups for at least 90 days.,RE,IoT,https://github.com/example/ThingsBoard
1100,Open Bank Project,The Open Bank Project system shall maintain an availability of 99.9% over a infinity period.,RE,FinTech,https://github.com/example/OpenBankProject
1101,Mifos X,The Data Lake shall not exceed 1.2 kWh of watthour usage in idle state.,EN,FinTech,https://github.com/example/MifosX
1102,GridLAB-D,The GridLAB-D system shall generate anonymize logs no larger than 1MB per day.,MN,Energy,https://github.com/example/GridLAB-D
1103,Prometheus,The Prometheus system shall generate compress logs no larger than 4KB per day.,MN,Cloud,https://github.com/example/Prometheus
1104,Vault,The Vault system shall lock user accounts after 3 failed attempts for 500ms.,SE,Security,https://github.com/example/Vault
1105,Istio,Battery life shall extend to 1 year under standard operating conditions.,EN,Cloud,https://github.com/example/Istio
1106,OpenEMR,The application shall render charts within 5 minutes of data receipt.,PE,Healthcare,https://github.com/example/OpenEMR
1107,DCM4CHEE,The Payment Processor shall recover from a crash within 2 seconds.,RE,Healthcare,https://github.com/example/DCM4CHEE
1108,OpenEMR,The OpenEMR system shall process 100 requests/second with a latency of less than 1 minute.,PE,Healthcare,https://github.com/example/OpenEMR
1109,Prometheus,Data integrity shall be verified using Bcrypt checksums with 99.99% confidence.,RE,Cloud,https://github.com/example/Prometheus
1110,ThingsBoard,Communications between Database Cluster and server shall use Argon2.,SE,IoT,https://github.com/example/ThingsBoard
1111,Mifos X,The IoT Sensor Hub shall sanitize all inputs to prevent injection attacks covering IEEE 754.,SE,FinTech,https://github.com/example/MifosX
1112,Eclipse Kura,All data at rest shall be encrypted using ChaCha20.,SE,IoT,https://github.com/example/EclipseKura
1113,Signal,The IoT Sensor Hub shall respond to user requests within 15 minutes under normal load.,PE,Security,https://github.com/example/Signal
1114,HAPI FHIR,The user interface shall be compliant with HIPAA accessibility standards.,US,Healthcare,https://github.com/example/HAPIFHIR
1115,OpenEMR,Modules shall be decoupled to ensure changes in Database Cluster do not affect others.,MN,Healthcare,https://github.com/example/OpenEMR
1116,HAPI FHIR,Modules shall be decoupled to ensure changes in Database Cluster do not affect others.,MN,Healthcare,https://github.com/example/HAPIFHIR
1117,Home Assistant,The Home Assistant system shall generate anonymize logs no larger than 1TB per day.,MN,IoT,https://github.com/example/HomeAssistant
1118,ThingsBoard,The Neural Network Engine shall sanitize all inputs to prevent injection attacks covering NIST 800-53.,SE,IoT,https://github.com/example/ThingsBoard
1119,Open Bank Project,The IoT Sensor Hub shall recover from a crash within 5 seconds.,RE,FinTech,https://github.com/example/OpenBankProject
1120,OpenEMR,The OpenEMR system shall run on devices with as little as 256 bits of RAM.,PO,Healthcare,https://github.com/example/OpenEMR
1121,Istio,The Istio system shall process 1 million events/hour with a latency of less than 1 minute.,PE,Cloud,https://github.com/example/Istio
1122,GridLAB-D,The GridLAB-D system shall process 1 million events/hour with a latency of less than 5 minutes.,PE,Energy,https://github.com/example/GridLAB-D
1123,Kubernetes,The UI Frontend shall respond to user requests within 30 seconds under normal load.,PE,Cloud,https://github.com/example/Kubernetes
1124,Home Assistant,All data at rest shall be encrypted using Bcrypt.,SE,IoT,https://github.com/example/HomeAssistant
1125,Vault,Battery life shall extend to 10 years under standard operating conditions.,EN,Security,https://github.com/example/Vault
1126,HAPI FHIR,The HAPI FHIR system shall retain backups for at least 7 years.,RE,Healthcare,https://github.com/example/HAPIFHIR
1127,Home Assistant,The Home Assistant system shall reduce CPU thermal design power by 0.01% during off-peak hours.,EN,IoT,https://github.com/example/HomeAssistant
1128,ThingsBoard,The ThingsBoard system shall reduce watthour usage by 0.1% during off-peak hours.,EN,IoT,https://github.com/example/ThingsBoard
1129,Mifos X,Data integrity shall be verified using RSA-2048 checksums with 0.01% confidence.,RE,FinTech,https://github.com/example/MifosX
1130,Prometheus,The Prometheus system shall reduce watthour usage by 0.01% during off-peak hours.,EN,Cloud,https://github.com/example/Prometheus
1131,Kubernetes,"The Kubernetes system shall process 10,000 transactions/minute with a latency of less than 10 microseconds.",PE,Cloud,https://github.com/example/Kubernetes
1132,Mifos X,The Mifos X system shall lock user accounts after 3 failed attempts for 10 microseconds.,SE,FinTech,https://github.com/example/MifosX
1133,Istio,The Istio system shall maintain an availability of 99% over a 6 months period.,RE,Cloud,https://github.com/example/Istio
1134,DCM4CHEE,Data integrity shall be verified using Bcrypt checksums with 99.999% confidence.,RE,Healthcare,https://github.com/example/DCM4CHEE
1135,Open Bank Project,The Open Bank Project system shall retain backups for at least 1 year.,RE,FinTech,https://github.com/example/OpenBankProject
1136,Signal,The Signal system shall process 10 Mbps with a latency of less than 30 seconds.,PE,Security,https://github.com/example/Signal
1137,OpenEMS,All data at rest shall be encrypted using SHA-256.,SE,Energy,https://github.com/example/OpenEMS
1138,Signal,The code cyclomatic complexity shall not exceed 10 per function.,MN,Security,https://github.com/example/Signal
1139,Istio,The application must be deployable via Docker containers of size less than 10MB.,PO,Cloud,https://github.com/example/Istio
1140,Apache Fineract,The Apache Fineract system shall retain backups for at least 24 hours.,RE,FinTech,https://github.com/example/ApacheFineract
1141,Vault,The Vault system shall run on devices with as little as 4KB of RAM.,PO,Security,https://github.com/example/Vault
1142,DCM4CHEE,The holistic learning curve shall verify that users can perform basic tasks within 15 minutes.,US,Healthcare,https://github.com/example/DCM4CHEE
1143,Kubernetes,The audit logs shall be retained for 7 years per SOC2 compliance.,SE,Cloud,https://github.com/example/Kubernetes
1144,Mifos X,The Mifos X system shall lock user accounts after 3 failed attempts for 100ms.,SE,FinTech,https://github.com/example/MifosX
1145,Istio,The Istio system shall process 1 Gbps with a latency of less than 1 second.,PE,Cloud,https://github.com/example/Istio
1146,OpenEMS,The OpenEMS system shall retain backups for at least 10 years.,RE,Energy,https://github.com/example/OpenEMS
1147,GridLAB-D,The Payment Processor shall not exceed 10% of CPU thermal design power in idle state.,EN,Energy,https://github.com/example/GridLAB-D
1148,Prometheus,The code cyclomatic complexity shall not exceed 10 per function.,MN,Cloud,https://github.com/example/Prometheus
1149,Apache Fineract,The Neural Network Engine shall enter sleep mode after 100ms of inactivity.,EN,FinTech,https://github.com/example/ApacheFineract
1150,OpenEMR,The application must be deployable via Docker containers of size less than 100MB.,PO,Healthcare,https://github.com/example/OpenEMR
1151,Apache Fineract,The Apache Fineract system shall retain backups for at least 90 days.,RE,FinTech,https://github.com/example/ApacheFineract
1152,Home Assistant,Battery life shall extend to infinity under standard operating conditions.,EN,IoT,https://github.com/example/HomeAssistant
1153,ThingsBoard,The user interface shall be compliant with OWASP Top 10 accessibility standards.,US,IoT,https://github.com/example/ThingsBoard
1154,Kubernetes,Error messages shall be displayed within 5 seconds of the fault.,US,Cloud,https://github.com/example/Kubernetes
1155,OpenEMS,Error messages shall be displayed within 5 seconds of the fault.,US,Energy,https://github.com/example/OpenEMS
1156,Istio,Modules shall be decoupled to ensure changes in Database Cluster do not affect others.,MN,Cloud,https://github.com/example/Istio
1157,Apache Fineract,The code cyclomatic complexity shall not exceed 10 per function.,MN,FinTech,https://github.com/example/ApacheFineract
1158,Kubernetes,The Kubernetes system shall generate archive logs no larger than 256 bits per day.,MN,Cloud,https://github.com/example/Kubernetes
1159,Home Assistant,The Database Cluster shall not exceed 5 watts of carbon footprint in idle state.,EN,IoT,https://github.com/example/HomeAssistant
1160,Eclipse Kura,All data at rest shall be encrypted using Argon2.,SE,IoT,https://github.com/example/EclipseKura
1161,Eclipse Kura,All data at rest shall be encrypted using SHA-256.,SE,IoT,https://github.com/example/EclipseKura
1162,Home Assistant,Data integrity shall be verified using ChaCha20 checksums with 99.99% confidence.,RE,IoT,https://github.com/example/HomeAssistant
1163,GridLAB-D,The GridLAB-D system shall process 50 frames per second with a latency of less than 15 minutes.,PE,Energy,https://github.com/example/GridLAB-D
1164,Eclipse Kura,The Authentication Service shall not exceed 5 watts of idle power in idle state.,EN,IoT,https://github.com/example/EclipseKura
1165,Vault,The Vault system shall lock user accounts after 3 failed attempts for 5 seconds.,SE,Security,https://github.com/example/Vault
1166,Prometheus,The API Gateway shall sanitize all inputs to prevent injection attacks covering OWASP Top 10.,SE,Cloud,https://github.com/example/Prometheus
1167,OpenEMS,Communications between Payment Processor and server shall use Argon2.,SE,Energy,https://github.com/example/OpenEMS
1168,Vault,The Data Lake shall not exceed 500 milliwatts of watthour usage in idle state.,EN,Security,https://github.com/example/Vault
1169,DCM4CHEE,The Authentication Service shall not exceed 5 watts of CPU thermal design power in idle state.,EN,Healthcare,https://github.com/example/DCM4CHEE
1170,Vault,The Vault system shall maintain an availability of 95% over a infinity period.,RE,Security,https://github.com/example/Vault
1171,DCM4CHEE,The Data Lake shall not exceed 5 watts of idle power in idle state.,EN,Healthcare,https://github.com/example/DCM4CHEE
1172,GridLAB-D,The audit logs shall be retained for 30 days per SOC2 compliance.,SE,Energy,https://github.com/example/GridLAB-D
1173,Prometheus,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Cloud,https://github.com/example/Prometheus
